source_airport,dest_airport,airline,equipment
DTW,MSN,DL,M88 319 320
DTW,MSP,DL,M90 M88 320 753 757 73H 777 319 738
DTW,MYR,DL,E75 CR9
DTW,NAS,DL,M88
DTW,NGO,DL,744
DTW,NRT,DL,777 77L
DTW,OKC,DL,CR9 CR7
DTW,OMA,DL,319
DTW,ORF,DL,ERJ
DTW,PBI,DL,M90 320
DTW,PIA,DL,CRJ
DTW,PIT,DL,CR7 M88 320 ERJ
DTW,PLN,DL,CRJ
DTW,PUJ,DL,320
DTW,PVD,DL,319
DTW,PWM,DL,CRJ CR9
DTW,RDU,DL,319 73H 738
DTW,RIC,DL,ERJ
DTW,ROA,DL,CRJ
DTW,ROC,DL,CRJ CR7
DTW,RSW,DL,757 753
DTW,SAT,DL,320
DTW,SAV,DL,CR7
DTW,SBN,DL,CRJ
DTW,SCE,DL,CRJ
DTW,SDF,DL,ERJ
DTW,SEA,DL,753 757 739
DTW,SFO,DL,739 763 738
DTW,SJU,DL,320
DTW,SLC,DL,320 73H 319 738
DTW,STL,DL,320 717
DTW,SWF,DL,CRJ
DTW,SYR,DL,ERJ
DTW,TPA,DL,M88 738 757 M90
DTW,TUL,DL,CR7
DTW,TVC,DL,717 ERJ
DTW,TYS,DL,CRJ
DTW,XNA,DL,CR7
DTW,YOW,DL,CRJ
DXB,ATL,DL,77L
EKO,SLC,DL,EM2
ELM,DTW,DL,CRJ CR7
ERI,DTW,DL,ERJ
ESC,DTW,DL,CRJ
EUG,SLC,DL,CR7 CRJ
EVV,DTW,DL,CRJ
EWR,AMS,DL,76W
EWR,CVG,DL,CRJ
EWR,DTW,DL,320 717
EWR,MSP,DL,319
EWR,SLC,DL,320
EYW,LGA,DL,73W
EZE,ATL,DL,76W
FAR,ATL,DL,CR9
FAR,MSP,DL,320
FAR,SLC,DL,CR7
FAT,SLC,DL,CR9 CRJ
FCA,MSP,DL,E75 CR9
FCA,SLC,DL,E75 CRJ
FLL,CVG,DL,73H M88
FLL,DTW,DL,M88 757 739 738
FLL,MSP,DL,757
FNT,MSP,DL,CRJ
FPO,ATL,DL,M88
FSD,ATL,DL,CR7
FSD,MSP,DL,320
FUK,HNL,DL,76W
FWA,DTW,DL,CRJ
FWA,MSP,DL,CRJ
GCC,RKS,DL,EM2
GCC,SLC,DL,EM2
GCM,ATL,DL,M88
GCM,DTW,DL,738
GDL,SLC,DL,CR9
GEG,LAX,DL,CR9
GEG,MSP,DL,320
GEG,SLC,DL,320 319
GFK,MSP,DL,CRJ
GGT,ATL,DL,CR9
GIG,ATL,DL,764
GIG,SDQ,DL,738
GJT,SLC,DL,CRJ
GRB,DTW,DL,319 320
GRB,MSP,DL,CR9 CRJ
GRR,CVG,DL,ERJ
GRR,DTW,DL,320 ERJ M88 717
GRR,LGA,DL,CR7
GRR,MCO,DL,CR7
GRR,MSP,DL,320 319
GRU,ATL,DL,76W
GRU,DTW,DL,76W
GRU,SDQ,DL,738
GSO,DTW,DL,CRJ
GSP,DTW,DL,CRJ
GSP,LGA,DL,CRJ
GTF,MSP,DL,E75
GTF,SLC,DL,CRJ
GUA,JFK,DL,752
GUM,KIX,DL,752
GUM,NGO,DL,752
GUM,NRT,DL,752
HIB,MSP,DL,CRJ
HLN,MSP,DL,E75
HLN,SLC,DL,CRJ
HND,LAX,DL,76W
HND,SEA,DL,76W
HNL,ATL,DL,333
HNL,FUK,DL,76W
HNL,ICN,DL,333 744
HNL,SFO,DL,753
HNL,SLC,DL,763
HPN,DTW,DL,CRJ
HSV,DTW,DL,CRJ
IAD,AMS,DL,333 332
IAD,DTW,DL,CR7 ERJ
IAD,ICN,DL,77W 772
IAD,MSP,DL,CR9 CR7
IAD,SVO,DL,763
IAH,AMS,DL,74M
IAH,CVG,DL,CR9
IAH,DTW,DL,717
IAH,LGA,DL,E75 E70 CR9
IAH,MEM,DL,CRJ
IAH,MSP,DL,CR7 E70 E75 CR9
IAH,SLC,DL,319
ICN,ATL,DL,77W
ICN,DTW,DL,744
ICN,HNL,DL,333 744
ICN,IAD,DL,77W 772
ICN,JFK,DL,388 77W
ICN,LAS,DL,772
ICN,LAX,DL,388 77W
ICN,ORD,DL,772 77W
ICN,REP,DL,73H
ICN,SEA,DL,772 77W
ICT,MSP,DL,CRJ
IDA,SLC,DL,CRJ
IMT,MSP,DL,CRJ
IMT,RHI,DL,CRJ
IND,BOS,DL,E75
IND,DTW,DL,320 M88 ERJ
IND,LGA,DL,CR7
IND,MBJ,DL,320
IND,MCO,DL,CR9
IND,MEM,DL,ERJ CRJ
IND,MSP,DL,M90 320 319
IND,RDU,DL,CRJ
IND,RSW,DL,E75
IND,SLC,DL,320 319
IND,TPA,DL,E75
INL,BRD,DL,CRJ
INL,MSP,DL,CRJ
ISN,MSP,DL,CRJ
ITH,DTW,DL,CRJ
JAC,SLC,DL,CR7
JAX,CVG,DL,CRJ
JAX,DTW,DL,CR9
JAX,LGA,DL,CR7
JAX,MSP,DL,E75 CR9 E70
JFK,ACC,DL,76W
JFK,AMS,DL,76W
JFK,DKR,DL,752
JFK,DTW,DL,M88 CR9 73H 319
JFK,GUA,DL,752
JFK,ICN,DL,77W 388
JFK,MSP,DL,CR9 319 M88
JFK,PHL,DL,ERJ CRJ 752
JFK,PVG,DL,346
JFK,RIC,DL,ERJ CR9
JFK,SAT,DL,73H
JFK,SDF,DL,CRJ ERJ
JFK,STL,DL,CR7 CR9
JFK,SVO,DL,333 76W 77W
JFK,TLV,DL,744
JNB,ATL,DL,77L
KIN,ATL,DL,319
KIX,GUM,DL,752
KSC,BTS,DL,AT4
LAN,DTW,DL,CRJ
LAN,MSP,DL,CRJ
LAS,CVG,DL,757
LAS,DTW,DL,757 320 739 738
LAS,ICN,DL,772
LAS,MCO,DL,73H
LAS,MEM,DL,738
LAS,MSP,DL,757 M90 738 739
LAS,RDU,DL,73H
LAS,SLC,DL,738 757 320
LAX,AMS,DL,74M 747
LAX,BJX,DL,CR9
LAX,BZE,DL,320
LAX,CVG,DL,320
LAX,DTW,DL,739 763 753
LAX,GEG,DL,CR9
LAX,HND,DL,76W
LAX,ICN,DL,388 77W
LAX,LIR,DL,738
LAX,MCI,DL,E75
LAX,MEM,DL,320
LAX,OAK,DL,CR7
LAX,SJO,DL,757
LAX,SVO,DL,332
LAX,TPA,DL,320
LEX,DCA,DL,CRJ
LEX,DTW,DL,CR7 CRJ CR9
LEX,LGA,DL,ERJ
LEX,MSP,DL,CRJ
LGA,AUA,DL,738
LGA,BGR,DL,CR7
LGA,BHM,DL,CR9 CR7
LGA,BTV,DL,CR7
LGA,BUF,DL,CR7
LGA,CAE,DL,CRJ
LGA,CHS,DL,CR7
LGA,CLE,DL,CR7
LGA,CVG,DL,CR7
LGA,DEN,DL,320
LGA,DSM,DL,CR9
LGA,EYW,DL,73W
LGA,GRR,DL,CR7
LGA,GSP,DL,CRJ
LGA,IAH,DL,E70 E75
LGA,IND,DL,E75 CR7
LGA,JAX,DL,CR7
LGA,LEX,DL,ERJ
LGA,MCI,DL,CR7 E75 E70
LGA,MEM,DL,CR9
LGA,MHT,DL,ERJ
LGA,MKE,DL,CR7
LGA,MSN,DL,E70
LGA,MSP,DL,319 320 M88
LGA,MYR,DL,E75
LGA,OMA,DL,E75
LGA,PWM,DL,ERJ M88
LGA,ROC,DL,CR7 CR9
LGA,SAV,DL,CR7
LGA,SYR,DL,CR7
LGA,YHZ,DL,CR7
LIM,ATL,DL,76W
LIR,LAX,DL,738
LIT,DTW,DL,CR7
LNK,MSP,DL,CRJ
LOS,ATL,DL,76W
LSE,MSP,DL,CRJ
LWS,SLC,DL,CRJ
MBJ,DTW,DL,320
MBJ,IND,DL,320
MBS,DTW,DL,CRJ CR9
MBS,MSP,DL,CRJ
MCI,CVG,DL,ERJ
MCI,DTW,DL,320 M88 319
MCI,LAX,DL,E75
MCI,LGA,DL,CR7 E75 E70
MCI,MCO,DL,E75
MCI,MEM,DL,ERJ
MCI,MSP,DL,320 319 M88 ERJ
MCI,SLC,DL,319
MCO,BHM,DL,CR7
MCO,BNA,DL,CR9
MCO,CMH,DL,E70
MCO,CVG,DL,M88 320
MCO,DTW,DL,757 753
MCO,GRR,DL,CR7
MCO,IND,DL,CR9
MCO,LAS,DL,738
MCO,MCI,DL,E75
MCO,MEM,DL,M88
MCO,MKE,DL,M88
MCO,MSP,DL,753 757
MCO,OMA,DL,E75
MCO,ORF,DL,CR7
MCO,PIT,DL,CR9
MCO,RDU,DL,CR9
MCO,SAT,DL,CR9
MCO,SDF,DL,E75
MCO,SLC,DL,757 738 73H
MDT,DTW,DL,CR9 CRJ
MDW,DTW,DL,CR7 CR9 E75
MDW,MSP,DL,E75 E70 CR7 CR9
MEM,AUS,DL,CRJ
MEM,CVG,DL,CRJ
MEM,DEN,DL,CR9
MEM,DTW,DL,CR9 E70
MEM,IAH,DL,CRJ
MEM,IND,DL,CRJ ERJ
MEM,LAS,DL,738
MEM,LAX,DL,320
MEM,LGA,DL,CR9
MEM,MCI,DL,CRJ
MEM,MCO,DL,M88
MEM,MSP,DL,M88
MEM,PIT,DL,ERJ
MEM,RDU,DL,CRJ
MEM,SAT,DL,CRJ
MEM,SLC,DL,320
MFR,SLC,DL,CRJ
MGA,ATL,DL,319 320
MHT,ATL,DL,320
MHT,DTW,DL,ERJ
MHT,LGA,DL,ERJ
MIA,SVO,DL,332
MKE,CVG,DL,CRJ
MKE,DTW,DL,M88 717 M90 320 319
MKE,LGA,DL,CR7
MKE,MCO,DL,M88
MKE,MSP,DL,M90 320 M88 319
MLI,DTW,DL,CRJ
MLI,MSP,DL,CRJ ERJ
MOT,MSP,DL,E75 CRJ CR9 E70
MQT,DTW,DL,CRJ
MSN,CVG,DL,CRJ
MSN,DCA,DL,E70
MSN,DTW,DL,M88 320 319
MSN,LGA,DL,E70
MSN,MSP,DL,320 E70 319
MSN,SLC,DL,CR7
MSO,MSP,DL,319
MSO,SLC,DL,CRJ
MSP,ABQ,DL,320
MSP,ABR,DL,CRJ
MSP,ALB,DL,CR9
MSP,AMS,DL,333 332
MSP,ANC,DL,757 738
MSP,APN,DL,CRJ
MSP,ATW,DL,CRJ CR9
MSP,AUS,DL,CR9 E75
MSP,AZO,DL,CRJ
MSP,BDL,DL,319
MSP,BHM,DL,CR7
MSP,BIL,DL,319 320
MSP,BIS,DL,CRJ E70 CR9 E75
MSP,BJI,DL,CRJ
MSP,BMI,DL,CRJ
MSP,BNA,DL,CR7 CR9 CRJ
MSP,BOI,DL,320 738
MSP,BOS,DL,757 738 73H 320 319 M88
MSP,BRD,DL,CRJ
MSP,BUF,DL,E70 CR9
MSP,BWI,DL,320 M90 M88 319
MSP,BZN,DL,319 320
MSP,CID,DL,CRJ
MSP,CLE,DL,CRJ ERJ CR7 CR9
MSP,CMH,DL,ERJ
MSP,CVG,DL,CRJ CR9 ERJ
MSP,CWA,DL,CRJ
MSP,DAY,DL,CRJ CR9
MSP,DEN,DL,M90 320
MSP,DIK,DL,CRJ
MSP,DLH,DL,CRJ CR9
MSP,DSM,DL,CRJ CR9
MSP,DTW,DL,757 M90 M88 753 320 738 73H 319
MSP,EWR,DL,319
MSP,FAR,DL,320
MSP,FCA,DL,E75 CR9
MSP,FLL,DL,757
MSP,FNT,DL,CRJ
MSP,FSD,DL,320
MSP,FWA,DL,CRJ
MSP,GEG,DL,320
MSP,GFK,DL,CRJ
MSP,GRB,DL,CR9 CRJ
MSP,GRR,DL,320 319 M88
MSP,GTF,DL,E75
MSP,HIB,DL,CRJ
MSP,HLN,DL,E75
MSP,IAD,DL,CR9 CR7
MSP,IAH,DL,319 E70
MSP,ICT,DL,CRJ
MSP,IMT,DL,CRJ
MSP,IND,DL,M90 320 ERJ M88
MSP,INL,DL,CRJ
MSP,ISN,DL,CRJ
MSP,JAX,DL,E75 CR9 E70
MSP,JFK,DL,319 M88
MSP,LAN,DL,CRJ
MSP,LAS,DL,M90 757 320 738
MSP,LEX,DL,CRJ
MSP,LGA,DL,M88 319 320 738
MSP,LNK,DL,CRJ
MSP,LSE,DL,CRJ
MSP,MBS,DL,CRJ
MSP,MCI,DL,320 319 M88 ERJ
MSP,MCO,DL,757 753
MSP,MDW,DL,E75 E70 CR7 CR9
MSP,MEM,DL,M88
MSP,MKE,DL,M88 M90 320 319
MSP,MLI,DL,ERJ CRJ
MSP,MOT,DL,CR9 CRJ E75 E70
MSP,MSN,DL,319 320
MSP,MSO,DL,319
MSP,NRT,DL,332 777
MSP,OKC,DL,CRJ
MSP,OMA,DL,M88 319 320
MSP,ORF,DL,CR7
MSP,PDX,DL,M90 753 738
MSP,PIA,DL,CRJ
MSP,PIT,DL,319 320
MSP,PSC,DL,CR9
MSP,PSP,DL,320
MSP,RAP,DL,CRJ CR9 E75
MSP,RDU,DL,320 M90 M88
MSP,RHI,DL,CRJ
MSP,RIC,DL,CR7
MSP,ROC,DL,CR7
MSP,RST,DL,CRJ
MSP,RSW,DL,757 M90
MSP,SAT,DL,CR9 E75 E70
MSP,SBN,DL,CRJ
MSP,SDF,DL,ERJ
MSP,SJC,DL,320 738
MSP,SLC,DL,320 757 319 738
MSP,SMF,DL,320
MSP,SNA,DL,319 757
MSP,STL,DL,M90 319 320 M88
MSP,SYR,DL,CR9 E70
MSP,TPA,DL,M88 757
MSP,TUL,DL,CRJ
MSP,TUS,DL,M90
MSP,TVC,DL,CRJ
MSP,TYS,DL,CR9
MSP,XNA,DL,CRJ
MSP,YEG,DL,E75
MSP,YQR,DL,CRJ
MSP,YUL,DL,CR9
MSP,YVR,DL,E75
MSP,YWG,DL,E70 CRJ CR9
MSP,YXE,DL,E75
MSP,YYC,DL,319 320
MSY,CVG,DL,ERJ
MYR,BOS,DL,E75
MYR,DTW,DL,E75 CR9
MYR,LGA,DL,E75
NAS,DTW,DL,M88
NGO,DTW,DL,744
NGO,GUM,DL,752
NRT,ATL,DL,744
NRT,DTW,DL,777
NRT,GUM,DL,752
NRT,MSP,DL,332 777
NRT,PDX,DL,76W
NRT,ROR,DL,752
NRT,SEA,DL,333
OAK,LAX,DL,CR7
OAK,SLC,DL,320 319
OKC,DTW,DL,CR9 CR7
OKC,MSP,DL,CRJ
OKC,SLC,DL,CR9 CR7
OMA,DTW,DL,319
OMA,LGA,DL,E75
OMA,MCO,DL,E75
OMA,MSP,DL,320 M88 319
OMA,SLC,DL,E75 CR7
ONT,SLC,DL,319
ORD,AMS,DL,74M
ORD,ICN,DL,772 77W
ORF,DTW,DL,ERJ
ORF,MCO,DL,CR7
ORF,MSP,DL,CR7
PAP,ATL,DL,320
PBI,DTW,DL,M90 320
PDX,AMS,DL,333
PDX,MSP,DL,M90 753 738
PDX,NRT,DL,76W
PHL,JFK,DL,ERJ
PIA,DTW,DL,CRJ
PIA,MSP,DL,CRJ
PIH,SLC,DL,CRJ EM2
PIT,CVG,DL,ERJ
PIT,DTW,DL,M88 ERJ 320 CR7
PIT,MCO,DL,CR9
PIT,MEM,DL,ERJ
PIT,MSP,DL,319 320
PIT,PUJ,DL,320
PLN,DTW,DL,CRJ
PLS,ATL,DL,73W M88
PSC,MSP,DL,CR9
PSC,SLC,DL,CR9 CR7 CRJ
PSP,MSP,DL,320
PSP,SLC,DL,CRJ
PUJ,ATL,DL,73H M88 738 
PUJ,CVG,DL,320
PUJ,DTW,DL,320
PUJ,PIT,DL,320
PVD,DTW,DL,319
PVG,JFK,DL,346
PVG,SEA,DL,332
RAP,MSP,DL,CR9 CRJ E75
RAP,SLC,DL,CRJ
RDM,SLC,DL,CRJ
RDU,BDL,DL,CRJ
RDU,BWI,DL,ERJ
RDU,CMH,DL,ERJ
RDU,CVG,DL,ERJ
RDU,DTW,DL,320 319 CR7 738
RDU,IND,DL,CRJ
RDU,LAS,DL,73H
RDU,MCO,DL,CR9
RDU,MEM,DL,CRJ
RDU,MSP,DL,320 M90 M88
RDU,SLC,DL,73H
RDU,TPA,DL,CR9 CRJ
REP,ICN,DL,73H
RHI,IMT,DL,CRJ
RHI,MSP,DL,CRJ
RIC,CVG,DL,ERJ
RIC,DTW,DL,ERJ
RIC,JFK,DL,ERJ
RIC,MSP,DL,CR7
RKS,GCC,DL,EM2
RKS,SLC,DL,EM2
RNO,SLC,DL,73H
ROA,DTW,DL,CRJ
ROC,DTW,DL,CR9 CRJ
ROC,LGA,DL,CR7
ROC,MSP,DL,CR7
RST,MSP,DL,CRJ
RSW,CMH,DL,E70
RSW,CVG,DL,M88
RSW,DTW,DL,757 753
RSW,IND,DL,E75
RSW,MSP,DL,757 M90
RTB,ATL,DL,738
SAL,ATL,DL,319 320
SAP,ATL,DL,319 320
SAT,DTW,DL,320
SAT,JFK,DL,73H
SAT,MCO,DL,CR9
SAT,MEM,DL,CRJ
SAT,MSP,DL,CR9 E75
SAT,SLC,DL,320
SAV,DTW,DL,CR7
SAV,LGA,DL,CR9 CR7 E75
SBN,DTW,DL,CRJ
SBN,MSP,DL,CRJ
SCE,DTW,DL,CRJ
SCL,ATL,DL,76W
SDF,DTW,DL,ERJ
SDF,JFK,DL,CRJ
SDF,MCO,DL,E75
SDF,MSP,DL,E75 CRJ ERJ
SDQ,ATL,DL,73H 
SDQ,GIG,DL,738
SDQ,GRU,DL,738
SEA,AMS,DL,333
SEA,DTW,DL,753 738 757
SEA,HND,DL,76W
SEA,ICN,DL,772 77W
SEA,NRT,DL,333
SEA,PVG,DL,332
SFO,AMS,DL,747
SFO,CVG,DL,320
SFO,DTW,DL,763 739
SFO,MSP,DL,M90 753 320 757 738
SFO,SLC,DL,320
SGU,SLC,DL,CRJ
SJC,ATL,DL,738
SJC,MSP,DL,320 738
SJC,SLC,DL,738
SJO,LAX,DL,757
SJU,DTW,DL,320
SLC,ABQ,DL,CR9 CR7
SLC,ANC,DL,738
SLC,AUS,DL,319
SLC,BIL,DL,CR7 CRJ CR9
SLC,BNA,DL,CR9
SLC,BOI,DL,73H 320 319 738
SLC,BOS,DL,73H 738 320
SLC,BTM,DL,CRJ
SLC,BUR,DL,CRJ
SLC,BWI,DL,320
SLC,BZN,DL,CRJ CR9
SLC,CDC,DL,CRJ
SLC,CNY,DL,EM2
SLC,COD,DL,CRJ
SLC,COS,DL,CRJ
SLC,CPR,DL,CRJ
SLC,DCA,DL,757 73H 738
SLC,DEN,DL,320
SLC,DTW,DL,320 738 757 73H 319
SLC,EKO,DL,EM2
SLC,EUG,DL,CRJ CR7
SLC,EWR,DL,320
SLC,FAR,DL,CR7
SLC,FAT,DL,CRJ CR9
SLC,FCA,DL,CRJ E75
SLC,GCC,DL,EM2
SLC,GDL,DL,CR9
SLC,GEG,DL,320 319
SLC,GJT,DL,CRJ
SLC,GTF,DL,CRJ
SLC,HLN,DL,CRJ
SLC,HNL,DL,763
SLC,IAH,DL,319
SLC,IDA,DL,CRJ
SLC,IND,DL,320 319
SLC,JAC,DL,CR7
SLC,LAS,DL,320 757 73H 738
SLC,LWS,DL,CRJ
SLC,MCI,DL,319
SLC,MCO,DL,757
SLC,MEM,DL,320
SLC,MFR,DL,CRJ
SLC,MSN,DL,CR7
SLC,MSO,DL,CRJ
SLC,MSP,DL,320 319 757 738
SLC,OAK,DL,319 320
SLC,OKC,DL,CR7 CR9
SLC,OMA,DL,CR7 E75
SLC,ONT,DL,319
SLC,PIH,DL,EM2 CRJ
SLC,PSC,DL,CR7 CRJ CR9
SLC,PSP,DL,CRJ
SLC,RAP,DL,CRJ
SLC,RDM,DL,CRJ
SLC,RDU,DL,320 73H
SLC,RKS,DL,EM2
SLC,RNO,DL,73H
SLC,SAT,DL,320
SLC,SFO,DL,320
SLC,SGU,DL,CRJ
SLC,SJC,DL,738
SLC,SMF,DL,320 73H 738
SLC,SNA,DL,319
SLC,STL,DL,320
SLC,TUL,DL,CR7
SLC,TUS,DL,CRJ
SLC,TWF,DL,EM2
SLC,VEL,DL,EM2
SLC,YVR,DL,CR9 CR7
SLC,YYC,DL,CR9 CR7
SMF,MSP,DL,320
SMF,SLC,DL,73H 320 738
SNA,MSP,DL,319
SNA,SLC,DL,319
SNA,YVR,DL,73W
SPN,NGO,DL,752
SPN,NRT,DL,752
STL,CVG,DL,CR7
STL,DTW,DL,CR7 320 717
STL,JFK,DL,CR9 CR7
STL,MSP,DL,M90 319 320 M88
STL,SLC,DL,320
SVO,IAD,DL,763
SVO,JFK,DL,333 76W 77W
SVO,LAX,DL,332
SVO,MIA,DL,332
SWF,DTW,DL,CRJ
SXM,ATL,DL,757
SYR,DTW,DL,ERJ
SYR,LGA,DL,CR7
SYR,MSP,DL,CR9 E70
TGU,ATL,DL,73W
TLV,JFK,DL,744
TPA,CMH,DL,E75
TPA,CVG,DL,M88
TPA,DTW,DL,757 M88 738 M90
TPA,IND,DL,E75
TPA,LAX,DL,320
TPA,MSP,DL,757 M88 320
TPA,RDU,DL,CR9 CRJ
TUL,DTW,DL,CR7
TUL,MSP,DL,CRJ
TUL,SLC,DL,CR7
TUS,MSP,DL,M90
TUS,SLC,DL,CRJ
TVC,DTW,DL,717 ERJ
TVC,MSP,DL,CRJ
TWF,SLC,DL,EM2
TYS,DTW,DL,CRJ
TYS,MSP,DL,CR9
UIO,ATL,DL,73W
UVF,ATL,DL,738 73H 757
VEL,SLC,DL,EM2
XNA,CVG,DL,CRJ
XNA,DTW,DL,CR7
XNA,MSP,DL,CRJ
YEG,MSP,DL,E75
YHZ,LGA,DL,CR7
YOW,DTW,DL,CRJ
YQR,MSP,DL,CRJ
YUL,AMS,DL,M11
YUL,MSP,DL,CR9
YVR,AMS,DL,333
YVR,MSP,DL,E75
YVR,SLC,DL,CR9 CR7
YVR,SNA,DL,73W
YWG,MSP,DL,CR9 CRJ E70
YXE,MSP,DL,E75
YYC,AMS,DL,332
YYC,MSP,DL,319
YYC,SLC,DL,CR7 CR9
YYZ,AMS,DL,M11 333 747 74M 332
ZRH,ATL,DL,76W
ABJ,COO,DN,320
ABJ,DKR,DN,320
COO,DKR,DN,320
COO,DLA,DN,320
CSK,DKR,DN,CRJ
DKR,ABJ,DN,320
DKR,COO,DN,320
DKR,NKC,DN,CRJ
DKR,RAI,DN,CRJ
DKR,ZIG,DN,CRJ
DLA,COO,DN,320
NKC,DKR,DN,CRJ
RAI,DKR,DN,CRJ
ZIG,CSK,DN,CRJ
ZIG,DKR,DN,CRJ
BZV,LAD,DT,73G
CAB,LAD,DT,732 73G
CAB,SZA,DT,73G
CBT,LAD,DT,73G
CBT,VPE,DT,73G
CPT,LAD,DT,73G 772
DXB,LAD,DT,772
GIG,LAD,DT,77W
GRU,LAD,DT,77W
HAV,LAD,DT,772
JNB,LAD,DT,772
LAD,BZV,DT,73G
LAD,CAB,DT,73G 732
LAD,CBT,DT,73G
LAD,CPT,DT,73G 772
LAD,DXB,DT,772
LAD,GIG,DT,77W
LAD,GRU,DT,77W
LAD,HAV,DT,772
LAD,HRE,DT,73G
LAD,JNB,DT,772
LAD,LIS,DT,77W
LAD,LUO,DT,73G
LAD,MEG,DT,73G
LAD,MSZ,DT,73G
LAD,NOV,DT,73G
LAD,OPO,DT,77W 772
LAD,PEK,DT,772
LAD,SDD,DT,73G
LAD,SPP,DT,73G
LAD,SVP,DT,73G
LAD,SZA,DT,732 73G
LAD,TMS,DT,73G
LAD,VHC,DT,73G 732
LAD,VPE,DT,73G
LAD,WDH,DT,73G
LIS,LAD,DT,77W
LUN,LAD,DT,73G
LUO,LAD,DT,73G
MEG,LAD,DT,73G
MEG,VHC,DT,73G
MSZ,LAD,DT,73G
NOV,LAD,DT,73G
NOV,SPP,DT,73G
NOV,VPE,DT,73G
OPO,LAD,DT,77W 772
PEK,LAD,DT,772
RAI,TMS,DT,73G
SDD,LAD,DT,73G
SDD,VPE,DT,73G
SDD,WDH,DT,73G
SPP,LAD,DT,73G
SPP,NOV,DT,73G
SPP,VPE,DT,73G
SVP,LAD,DT,73G
SVP,VPE,DT,73G
SZA,CAB,DT,732 73G
SZA,LAD,DT,73G
TMS,LAD,DT,73G
TMS,RAI,DT,73G
VHC,LAD,DT,73G 732
VHC,MEG,DT,73G
VPE,CBT,DT,73G
VPE,LAD,DT,73G
VPE,NOV,DT,73G
VPE,SDD,DT,73G
VPE,SPP,DT,73G
VPE,SVP,DT,73G
WDH,LAD,DT,73G
WDH,SDD,DT,73G
AKX,ALA,DV,735
AKX,SCO,DV,CRJ 735
AKX,TSE,DV,CRJ
ALA,AKX,DV,735
ALA,CIT,DV,735
ALA,DMB,DV,CRJ
ALA,DZN,DV,CRJ
ALA,KGF,DV,CRJ
ALA,KOV,DV,CRJ
ALA,KSN,DV,CRJ
ALA,PLX,DV,CRJ
ALA,PPK,DV,AN4
ALA,SCO,DV,735
ALA,TSE,DV,CRJ 735
ALA,UKK,DV,CRJ
ASF,SCO,DV,CRJ
CIT,ALA,DV,735
CIT,DME,DV,735
CIT,SCO,DV,735
CIT,TSE,DV,735
DMB,ALA,DV,CRJ
DMB,TSE,DV,CRJ
DME,CIT,DV,735
DME,SCO,DV,735
DZN,ALA,DV,CRJ
EVN,SCO,DV,CRJ
GUW,SCO,DV,CRJ
GUW,TSE,DV,CRJ
GYD,SCO,DV,CRJ
KGF,ALA,DV,CRJ
KGF,KZO,DV,AN4
KGF,UKK,DV,AN4
KOV,ALA,DV,CRJ
KRR,SCO,DV,CRJ
KSN,ALA,DV,CRJ
KZO,KGF,DV,AN4
KZO,SCO,DV,AN4
MCX,SCO,DV,CRJ
MRV,SCO,DV,CRJ
PLX,ALA,DV,CRJ
PLX,TSE,DV,CRJ
PLX,UKK,DV,AN4
PPK,ALA,DV,AN4
PPK,TSE,DV,AN4
SCO,AKX,DV,CRJ 735
SCO,ALA,DV,735
SCO,ASF,DV,CRJ
SCO,CIT,DV,735
SCO,DME,DV,735
SCO,EVN,DV,CRJ
SCO,GUW,DV,CRJ
SCO,GYD,DV,CRJ
SCO,KRR,DV,CRJ
SCO,KZO,DV,AN4
SCO,MCX,DV,CRJ
SCO,MRV,DV,CRJ
SCO,TBS,DV,CRJ
SCO,TSE,DV,735
SCO,URA,DV,AN4
TBS,SCO,DV,CRJ
TSE,AKX,DV,CRJ
TSE,ALA,DV,735 CRJ
TSE,CIT,DV,735
TSE,DMB,DV,CRJ
TSE,GUW,DV,CRJ
TSE,PLX,DV,CRJ
TSE,PPK,DV,AN4
TSE,SCO,DV,735
TSE,UKK,DV,CRJ
UKK,ALA,DV,CRJ
UKK,KGF,DV,AN4
UKK,PLX,DV,AN4
UKK,TSE,DV,CRJ
URA,SCO,DV,AN4
AAL,BLL,DX,SF3
AAL,SVG,DX,SF3
BLL,AAL,DX,SF3
BLL,EBJ,DX,AT5 SF3
BLL,SVG,DX,AT5 SF3
CPH,RNN,DX,AT7 AT4
EBJ,BLL,DX,AT5 SF3
MOL,SRP,DX,SF3
OSL,SRP,DX,AT4
RNN,CPH,DX,AT7 AT4
SRP,MOL,DX,SF3
SRP,OSL,DX,AT4
SRP,SVG,DX,SF3
SVG,AAL,DX,SF3
SVG,BLL,DX,AT5 SF3
SVG,SRP,DX,SF3
AAL,AGP,DY,73H
AAL,ALC,DY,73H
AAL,CPH,DY,73H AT7
AAL,LGW,DY,73H
AAL,PMI,DY,73H
AES,ALC,DY,73H
AES,LGW,DY,73H
AES,OSL,DY,733 73H
AGP,AAL,DY,73H
AGP,ARN,DY,73H
AGP,BGO,DY,73H
AGP,CPH,DY,73H
AGP,GOT,DY,73H
AGP,OSL,DY,73H
AGP,RYG,DY,73H
AGP,SVG,DY,73H
AGP,TRD,DY,73H
AGP,TRF,DY,73H
AGP,WAW,DY,73H
AJA,ARN,DY,73H
AJA,OSL,DY,73H
ALC,AAL,DY,73H
ALC,AES,DY,73H
ALC,ARN,DY,73H
ALC,BGO,DY,73H
ALC,BLL,DY,73H
ALC,CGN,DY,73H
